ANN,ANNdetrended,SDNN,MedianNN,MedianNNdetrended,RangeNN,rMMSD,SDSD,NN50,pNN50,avgHR,Percentile10NN,Percentile10NNdetrended,Percentile25NN,Percentile25NNdetrended,Percentile75NN,Percentile75NNdetrended,Percentile90NN,Percentile90NNdetrended,IQR,MinMaxNNdiff,MeanAbsDiffNN,MeanAbsDiffNNdetrend,MeanAbsDeviationNN,MeanAbsDeviationNNdetrended,MedianAbsDeviationNN,MedianAbsDeviationNNdetrended,VLF_RAW,VLF_NU,LF_RAW,LF_NU,HF_RAW,HF_NU,TOT_RAW,LFHF_RATIO,VLF_NU_LOG,LF_NU_LOG,HF_NU_LOG,LFHF_RATIO_LOG,VLF_PEAK,LF_PEAK,HF_PEAK,VLF_RAW_BA,VLF_NU_BA,LF_RAW_BA,LF_NU_BA,HF_RAW_BA,HF_NU_BA,TOT_RAW_BA,LFHF_RATIO_BA,VLF_NU_LOG_BA,LF_NU_LOG_BA,HF_NU_LOG_BA,LFHF_RATIO_LOG_BA,DFAalpha1,DFAalpha2,MSE1,MSE2,MSE3,MSE4,MSE5,MSE6,MSE7,MSE8,MSE9,MSE10,Labels
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
0.736356783919599,3.634725128358239e-16,0.014551856086951863,0.735,0.0006752565501703668,0.10000000000000007,0.0008886012988595787,0.01419604012210668,0.0,0.0,44.19145509662757,0.72,-0.01825656140020913,0.725,-0.008749541632519729,0.745,0.009184291945133484,0.755,0.01686367768084222,0.020000000000000014,0.10000000000000007,0.016034327810337524,0.015801992845772415,0.011285699856064266,0.011016453889579595,0.010000000000000007,0.00912128182245675,0.043564639284273884,0.13377772243242933,0.14884311895062974,0.4570654957802502,0.17680631274961642,0.5429345042197498,0.3692140709845201,0.8418427862437999,0.12555517412835646,0.3764244786943273,0.43368612544172336,0.6107665847030181,0.03662109375,0.13427734375,0.15869140625,0.08849881858012264,0.2912811897997267,0.15209021126838854,0.5005831536049261,0.1517358567347355,0.4994168463950739,0.3923248865832467,1.002335338141416,0.2556348958935638,0.4058538016270009,0.4050762634479267,0.6943141684353461,0.9086255688291364,1.0369280758456234,1.7620055306860698,1.4074195078730816,1.7875311331185342,1.354781095413814,1.6658182458702082,1.4954936530848826,1.5664205273504097,1.5020551513955065,1.3815662199239445,1.5404450409471488,Wake
0.7375818639798504,-1.1158160877215046e-16,0.015531703437431491,0.74,0.0005570482747297988,0.10000000000000007,0.0008942389499810996,0.014344564337047337,1.0,0.0025188916876574307,44.258980674498005,0.72,-0.017204523878840194,0.725,-0.00776196550265268,0.745,0.007894118616132206,0.7550000000000001,0.017243133843402127,0.020000000000000014,0.10000000000000007,0.017155560644231446,0.015758956155504055,0.012172337874106154,0.010792818337242485,0.010000000000000007,0.0077787092089713905,0.02961147025754458,0.08347717857280096,0.13271253966911634,0.3741276024612834,0.22201279680976616,0.6258723975387165,0.3843368067364271,0.5977697753289077,0.08017547908007022,0.3178190588194244,0.4860445317477407,0.4686087664573633,0.03662109375,0.146484375,0.15869140625,0.07596784125772026,0.2586618398477459,0.14595235597750367,0.4969511348779792,0.14774323244959722,0.5030488651220208,0.3696634296848211,0.9878784534330226,0.2300491247410641,0.40343046287265055,0.4074956219669075,0.6870679662410145,0.8707239809427909,1.0339405816301834,1.7605536885662043,1.5347040543552657,1.8661774131768256,1.5260563034950492,1.3654912334901272,1.5555095704085449,1.5322482737429703,1.7095213709910828,1.5746949639902277,1.3509549946745818,Wake
0.7357412060301529,4.223310701714792e-16,0.01681177051238125,0.735,0.0008055606815734473,0.15000000000000002,0.0009223237587344912,0.015036646665591031,3.0,0.007537688442211055,44.160193255020964,0.715,-0.01776640060970327,0.725,-0.008996583740657038,0.745,0.0094926075425521,0.755,0.01824439345074878,0.020000000000000014,0.15000000000000002,0.01826088882701518,0.017391224524224223,0.012782947400318462,0.011930019326448306,0.010000000000000007,0.008992796409463488,0.034993396222530934,0.0891796564003042,0.1370262628356007,0.3492074607387972,0.25536587719973103,0.6507925392612028,0.4273855362578627,0.5365879902913867,0.08542480408180594,0.2995173539401411,0.5012554994174573,0.4295643676531766,0.03662109375,0.146484375,0.15869140625,0.08638164145329072,0.2890556215573235,0.14839950923223671,0.4965836682221536,0.150441388543419,0.5034163317778465,0.3852225392289465,0.9864274098308196,0.2539098739627112,0.4031849560174834,0.4077400729308066,0.6863377538635065,0.957116136687696,0.5020381890423183,1.7659573260969093,1.554014758752689,1.802923174692832,1.5494312315209844,1.4887730304028282,1.6446321605558931,1.4971087274601809,1.410587053688935,1.4350845252893225,1.319849261711738,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
0.6908018867924506,2.4246851905728656e-16,0.012393981465753491,0.69,0.0006039467573462631,0.08999999999999997,0.0008342340420138938,0.013634018805992902,0.0,0.0,41.45315270935947,0.675,-0.014245631725190756,0.685,-0.006274799474185189,0.695,0.0065714202501556684,0.705,0.013113022095229323,0.009999999999999898,0.08999999999999997,0.013045073375256531,0.012921444162441018,0.008885946956212018,0.00870379070907576,0.0050000000000000044,0.006278447115498131,0.04513999273998855,0.10869797135559862,0.14792329355433406,0.3562021380510946,0.2673557790634601,0.6437978619489054,0.4604190653577826,0.553282573776805,0.10318632804397508,0.3046882477676853,0.4970093340554861,0.44037048110942173,0.03662109375,0.146484375,0.15869140625,0.10703644454366476,0.34932355052255,0.15278987008000094,0.4986441779505474,0.15362074662061906,0.5013558220494525,0.4134470612442848,0.9945913780599568,0.2996033931839668,0.4045608179947759,0.4063685812196946,0.6904392063351351,0.7036720734934095,0.9208796964464672,1.5663712480600214,2.4061257719348856,1.533683689969105,1.5763609670556604,1.1006741450686683,1.4808827797958055,1.3862943611198906,1.46337410366277,1.277660520117095,1.368275855617212,S2
0.6896470588235277,-8.829538407607126e-17,0.01345827398795025,0.69,0.0009500640915413028,0.09999999999999998,0.0009109240464328086,0.014800737041971638,0.0,0.0,41.38497536945803,0.675,-0.015021165059167509,0.685,-0.006339312149255204,0.695,0.006870831118788084,0.705,0.013907275171561984,0.009999999999999898,0.09999999999999998,0.01432486126525434,0.01384397860965398,0.009699100346021042,0.00931367805816418,0.0050000000000000044,0.006385834987728822,0.03814757727238064,0.09261486258207133,0.14797381211034694,0.3592514978472125,0.2639209551963139,0.6407485021527876,0.4500423445790415,0.5606747368744506,0.08857377983595538,0.3069341790092321,0.4951525414672941,0.4451182513875284,0.03662109375,0.146484375,0.15869140625,0.09393959561175833,0.2919115706365721,0.15986425243129987,0.4967684256245725,0.16194414799251367,0.5032315743754274,0.41574799603557183,0.9871567105882088,0.2561229592382847,0.4033084011698485,0.4076171736699563,0.6867048283954541,0.693738573072555,1.0774368221291912,1.624663120031166,1.3009087875564236,1.583825336577374,1.1745500874989077,1.3040562628829186,1.2641569390824217,1.3609765531356006,1.2591773586730317,1.5709716316063045,1.042731830273653,S2
0.6886619718309841,4.219368725042555e-16,0.014273572778650741,0.69,0.0004388972213225649,0.09999999999999998,0.000931271408337094,0.01509749117349069,0.0,0.0,41.31600985221665,0.67,-0.013279460097130049,0.68,-0.00556947587162271,0.695,0.006104141919986983,0.705,0.013739292068709634,0.014999999999999902,0.09999999999999998,0.01544600938966452,0.013531904531894843,0.01073001388613396,0.008915654731718781,0.009999999999999898,0.0057900475175061685,0.019223070510195842,0.053823313142935134,0.1302055628935181,0.3645668771205355,0.2269458160850737,0.6354331228794645,0.3763744494887876,0.5737297348751684,0.05242480147767673,0.3108370721458767,0.4919076762274806,0.4534484293277722,0.03662109375,0.146484375,0.1708984375,0.05661998759090176,0.18217473662209374,0.1523137457961903,0.490069279506594,0.15848669031672236,0.5099307204934059,0.3674204237038145,0.9610507071086164,0.1673557393795018,0.398822615189598,0.4120637693063491,0.6734804046609411,0.6701429382258669,0.9554798288313866,1.6836231016837258,1.3732518320929783,1.6989637488828084,1.2399445009288677,1.5680526962712462,1.411162427697904,1.3633048428951922,1.4663370687934272,1.4514336632908522,1.247824686854785,S2
0.6879812206572758,2.0171657771358478e-16,0.013946439542702442,0.69,0.00030267946476697505,0.09999999999999998,0.0009150037343694453,0.014919949177621825,0.0,0.0,41.27630541871913,0.67,-0.015042484673388831,0.68,-0.006091469420832053,0.695,0.006097797327197063,0.705,0.01475848119899094,0.014999999999999902,0.09999999999999998,0.015115934824627237,0.01376052583401941,0.010541669421851977,0.009092241941529829,0.009999999999999898,0.005933171837194773,0.022155735853025882,0.061438949213909126,0.13893301369846928,0.3852681052608695,0.2216808336492008,0.6147318947391305,0.3827695832006959,0.6267254205581168,0.059625486813282724,0.3258936987112179,0.4791689334440712,0.4865690497402272,0.03662109375,0.146484375,0.15869140625,0.06338126070956522,0.1943352709975285,0.16114540646361353,0.494092984022754,0.1649984807691436,0.5059070159772461,0.3895251479423224,0.9766478194976772,0.17758977203479925,0.4015193230756123,0.409395385092576,0.6814023894719584,0.7525162174370048,0.746231819148899,1.6915850664425578,1.3436472614641728,1.6921693100315651,1.2167693658474628,1.612418540572238,1.4172904614888546,1.3414910841040524,1.4816045409242156,1.3424917384614978,1.3156767939059373,S2
0.6872950819672123,1.1960248040458362e-16,0.014000404057895776,0.69,0.0003851968868520128,0.08999999999999997,0.0009523691443709273,0.015312630861644827,0.0,0.0,41.23581280788173,0.67,-0.016590781089170094,0.68,-0.0063797703102325964,0.695,0.007480637424978953,0.7049999999999998,0.01531474861117076,0.014999999999999902,0.08999999999999997,0.015234906708000475,0.014731783279009841,0.010589703228778741,0.009912884209165912,0.009999999999999898,0.007040236670520894,0.04227440781391559,0.09785836506447508,0.1573257622005798,0.3641835017356129,0.274670090029964,0.6358164982643871,0.4742702600444594,0.5727808302076757,0.09336134120090148,0.31055608243687605,0.4921420670145363,0.4528452820148158,0.03662109375,0.146484375,0.15869140625,0.10301045044001284,0.3036054649521414,0.1686331262069653,0.4970169382786407,0.17065737522142896,0.5029830617213592,0.4423009518684071,0.9881385201674572,0.26513386017265195,0.4034744201888705,0.4074518410608669,0.6871987839596171,0.7279250797973171,0.9995553624172386,1.6759375822669156,1.4359437056841295,1.621727674384006,1.2816458426441542,1.6533854521277445,1.4587898631580438,1.5648695929542238,1.3984157216522357,1.1770839041096048,1.4969599290074098,S2
0.6861214953271024,-3.7846154040376254e-16,0.013976534553796488,0.685,0.0006094663724505178,0.08999999999999997,0.0009426047680326962,0.01531258165537884,0.0,0.0,41.16477832512314,0.67,-0.0164865845048168,0.68,-0.00661511079697108,0.695,0.00712756677978027,0.7,0.01626887521854536,0.014999999999999902,0.08999999999999997,0.015199610409500925,0.01497709313399221,0.010485850292601887,0.010105327447124036,0.009999999999999898,0.006899953884020038,0.04299203826097015,0.09654507458907148,0.1420634174911079,0.31902472627144324,0.3032419328228135,0.6809752737285568,0.4882973885748915,0.4684820999809305,0.09216439572727923,0.2768926197849758,0.5193741450550939,0.3842292822604431,0.03662109375,0.146484375,0.1953125,0.10195168144963937,0.3368348147200094,0.1488393997483176,0.4917456085511114,0.15383620560555805,0.5082543914488887,0.404627286803515,0.9675186615688348,0.29030474128728123,0.3999469835920988,0.4109529499531851,0.6767731861787141,0.8004584692891643,1.0082854383084423,1.7237060059830394,1.405329249990403,1.4934514059039519,1.3106131545968958,1.4317567351966483,1.3346592448182273,1.5228698961256415,1.5166958607354857,1.2075378704904325,1.0813704822336037,S2
0.6839044289044286,4.9688303200007006e-17,0.014251994579631768,0.685,0.00022889267510006747,0.08999999999999997,0.000933995144453582,0.015228853112613806,0.0,0.0,41.02536945812806,0.665,-0.015450777448299613,0.675,-0.008065989252361655,0.695,0.007777138495786595,0.7,0.01730152845053954,0.01999999999999991,0.08999999999999997,0.015665315992411614,0.015220527807865725,0.010899473486886104,0.010318970801514084,0.009999999999999898,0.007658801750303534,0.012056914621905248,0.03834967808259936,0.055225252833485935,0.1756561056131685,0.25916890181721264,0.8243438943868314,0.3264510692726038,0.2130859545503471,0.03763260477896969,0.1618263795115776,0.6012204124702452,0.1931674885810992,0.03662109375,0.146484375,0.3173828125,0.03012250759732516,0.15150201477754774,0.06975102897186114,0.35081479813395217,0.1290747598571152,0.6491852018660478,0.2289482964263015,0.5403924752529078,0.1410671899753332,0.3007079645580699,0.5002813488938144,0.4320372380160882,0.9004164345096785,0.8981020252760978,1.7355776179657167,1.5178466436976497,1.7651529257833427,1.463586035421537,1.628455918269862,1.4870442642200334,1.3995983267462535,1.581464060391694,1.5339303599259553,1.4611956692930084,S2
0.6795707656612526,1.1334063360442434e-16,0.017453965475150546,0.68,0.0004081615676542194,0.125,0.0009281954438825617,0.015158385713890356,0.0,0.0,40.781871921182244,0.655,-0.018974506435966917,0.67,-0.008334917219734006,0.69,0.008615300147784555,0.7,0.019564870621174308,0.01999999999999991,0.125,0.019100199643871257,0.01760896117043077,0.013192058612948972,0.01191492150586034,0.010000000000000007,0.008488279165692392,0.04052736647462261,0.11179771548798678,0.11354801278619678,0.3132305287008097,0.24895820031238386,0.6867694712991904,0.4030335795732032,0.4560926799909414,0.10597826874827693,0.2724901539389011,0.5228151441369621,0.3757566015886069,0.01220703125,0.048828125,0.3173828125,0.02708183064649296,0.07995143885657577,0.10175163272395513,0.3003928925070484,0.2369768633957312,0.6996071074929514,0.3658103267661793,0.4293737003094624,0.07691607610352738,0.2626664438121357,0.5303971111119496,0.3572363765225843,1.0676538241001736,1.2251157183079595,1.7416011821050683,1.386929214595874,1.3101164234164626,1.2746803764902224,1.2809338454620642,1.3616885503176903,1.4999536795924122,1.3013949173334045,1.3705460041517512,1.3078227456783955,Wake
0.6774711316397231,-4.794727612122501e-17,0.01773035487893837,0.68,0.0008366606594460978,0.125,0.0009233906262401926,0.015085790407748573,0.0,0.0,40.663522167487685,0.655,-0.01892790256359327,0.67,-0.008720695214562979,0.69,0.009339381276983666,0.7,0.019178496929577068,0.01999999999999991,0.125,0.01950057736719805,0.01782769392716239,0.013576103131383615,0.01219276827374178,0.010000000000000007,0.009182848025599209,0.04967049891186853,0.08711158202629436,0.17607105809110807,0.3087915111658985,0.3941229133244915,0.6912084888341017,0.6198644703274679,0.4467414913939405,0.0835242542289188,0.2691042008779357,0.5254433555359159,0.3693137802683689,0.03662109375,0.146484375,0.1953125,0.11955082925953407,0.30989244678536537,0.18849046681580486,0.4885936159460574,0.1972912148601484,0.5114063840539427,0.5053325109354873,0.9553920936085166,0.26994503215197113,0.3978317923049309,0.4130405975296246,0.6705907327185289,1.0942643723819223,1.1832763101132224,1.7830890420848742,1.454903281747835,1.1229084946258,1.3037327604268705,1.2500639115262029,1.2772232660655287,1.4079335362233718,1.4494732627414222,1.5493339883643948,1.3156767939059373,Wake
0.6767436489607402,1.0768906936317915e-16,0.01747409094193049,0.68,0.0007198199252882452,0.125,0.0009233180868138472,0.015074718661865018,0.0,0.0,40.61071428571436,0.655,-0.01962018254618634,0.67,-0.009699749837107252,0.685,0.010605794706196159,0.7,0.02010168669270586,0.015000000000000013,0.125,0.019146672654169427,0.0183363341086152,0.013238643333742254,0.01247865160299678,0.010000000000000007,0.010058573356085064,0.029498263953676624,0.04135213223422125,0.18410547549588374,0.2580882040958574,0.5292377636531033,0.7419117959041427,0.7428415031026636,0.34786912072389153,0.04051999586810471,0.2295932703639459,0.5549832433390438,0.2985249163253162,0.03662109375,0.146484375,0.2197265625,0.08291936696739517,0.16922419718691334,0.22463765659642773,0.4584469043333097,0.26535944988006605,0.5415530956666902,0.5729164734438891,0.8465410095549895,0.156340449547915,0.37737210536631854,0.4327904119070218,0.6133141644085575,1.097327155103274,0.9770265671540264,1.7696721978403904,1.5288065926562473,1.3374623900564957,1.4011240940909409,1.3482070260694892,1.3004553172070843,1.3672978604292356,1.5155060925998969,1.3401645893923892,1.4701758451005926,S1
