,ANN,ANNdetrended,SDNN,MedianNN,MedianNNdetrended,RangeNN,rMMSD,SDSD,NN50,pNN50,avgHR,Percentile10NN,Percentile10NNdetrended,Percentile25NN,Percentile25NNdetrended,Percentile75NN,Percentile75NNdetrended,Percentile90NN,Percentile90NNdetrended,IQR,MinMaxNNdiff,MeanAbsDiffNN,MeanAbsDiffNNdetrend,MeanAbsDeviationNN,MeanAbsDeviationNNdetrended,MedianAbsDeviationNN,MedianAbsDeviationNNdetrended,VLF_RAW,VLF_NU,LF_RAW,LF_NU,HF_RAW,HF_NU,TOT_RAW,LFHF_RATIO,VLF_NU_LOG,LF_NU_LOG,HF_NU_LOG,LFHF_RATIO_LOG,VLF_PEAK,LF_PEAK,HF_PEAK,VLF_RAW_BA,VLF_NU_BA,LF_RAW_BA,LF_NU_BA,HF_RAW_BA,HF_NU_BA,TOT_RAW_BA,LFHF_RATIO_BA,VLF_NU_LOG_BA,LF_NU_LOG_BA,HF_NU_LOG_BA,LFHF_RATIO_LOG_BA,DFAalpha1,DFAalpha2,MSE1,MSE2,MSE3,MSE4,MSE5,MSE6,MSE7,MSE8,MSE9,MSE10,Labels
18,0.7751458885941647,3.5338663913798085e-16,0.02886445654091636,0.775,0.00023788024154902665,0.16999999999999993,0.001731789425116989,0.01956097939505118,7.0,0.01856763925729443,46.5271409624858,0.74,-0.037260962808284524,0.76,-0.01423302669450835,0.795,0.017799607765675712,0.81,0.03731136068626926,0.03500000000000003,0.16999999999999993,0.032060641119710825,0.03180798724057101,0.02201310077464841,0.02202670693375197,0.020000000000000018,0.01650770359501097,0.0065463545744941795,0.02470289802060826,0.03770873813524982,0.14229524264851995,0.22729476748716418,0.8577047573514801,0.2715498601969082,0.16590235909139137,0.024402714984470365,0.1330396090362494,0.6193417242944746,0.15349534436306506,0.03662109375,0.146484375,0.390625,0.01779342031206275,0.08994093403601165,0.047457855985572145,0.23988664460397152,0.15037665065784786,0.7601133553960283,0.21562792695548277,0.31559325053430703,0.08612350581499015,0.21501995979632263,0.5653782134510685,0.27428770498691013,1.1282662619087664,0.5348630807432087,1.6320174292643412,1.5508224095996512,1.509721255512087,1.4148526213177377,1.4550438939999717,1.4579240172591454,1.5040773967762742,1.5906580177825043,1.4861396960896067,1.1927995037278107,Wake
19,0.7771542553191486,-1.697814465849641e-16,0.028526247711724014,0.775,2.9233591060273678e-05,0.16999999999999993,0.001710412555821287,0.019229470846063537,5.0,0.013297872340425532,46.627908298597916,0.7404999999999999,-0.03486672125966489,0.765,-0.01311886054517769,0.795,0.01768748913595558,0.815,0.03669273999661363,0.030000000000000027,0.16999999999999993,0.03141049645390836,0.03149637572509225,0.02152373811679495,0.021539673868536374,0.015000000000000013,0.015193990631525434,0.0049206728294666074,0.015260632394957268,0.0497921765846384,0.15442199254798517,0.27265008544721536,0.8455780074520148,0.3273629348613204,0.18262300011007365,0.015145360215920313,0.14359977935979817,0.6127925116013881,0.1677348529809621,0.03662109375,0.146484375,0.390625,0.016412284554338196,0.07576454128139673,0.06719386984516147,0.3101891579374837,0.14942836895889075,0.6898108420625162,0.23303452335839042,0.4496727784243378,0.07303160998790165,0.2701715221611769,0.5246165948969423,0.3713378609129844,1.1076851427805428,0.5072841375435673,1.6686144904302864,1.5704958701259115,1.4452795161409067,1.4659775505440038,1.5228304942461668,1.4372466882938177,1.2477081978337439,1.4498077668422165,1.349926716949016,1.3997173814520312,Wake
20,0.7767287234042545,9.035325679130263e-17,0.02649660757089401,0.775,2.2174501947136438e-05,0.15499999999999992,0.0016896547970912078,0.019300771645098965,4.0,0.010638297872340425,46.62258431223942,0.745,-0.033574128449686734,0.765,-0.01311967887578297,0.795,0.017867793329194803,0.81,0.03483095106947352,0.030000000000000027,0.15499999999999992,0.029425390070932252,0.029394981439469534,0.020242332503395164,0.020229003750031508,0.015000000000000013,0.01509078729047919,0.015504308438664828,0.04518732159675319,0.06837992186377215,0.1992933468940468,0.27473199295657535,0.8007066531059532,0.3586162232590123,0.24889682897099066,0.044196124469005775,0.18173250574915348,0.5881791729196306,0.2222606248261009,0.03662109375,0.146484375,0.32958984375,0.038710201606045276,0.17846036402019286,0.08284153079963547,0.3819130133433403,0.13407050912910304,0.6180869866566598,0.25562224153478375,0.6178952503258066,0.16420881026180278,0.3234687807764788,0.4812445790308996,0.4811260763216534,1.1384498096011813,0.5210826455457915,1.6083585815144246,1.5321353495714314,1.501605207630885,1.442954394685382,1.5425436776040702,1.5330284432920993,1.3204477953223042,1.3685319047800504,1.6247053845648887,1.5157054347713932,Wake
21,0.7782712765957439,-1.6830508617987747e-17,0.027125698997432147,0.78,0.0001344212427337732,0.15499999999999992,0.0016729481628417393,0.018969832509923363,3.0,0.007978723404255319,46.722271693823366,0.745,-0.03521508200237033,0.765,-0.013123202776680387,0.795,0.017644088831198168,0.81,0.033897233816806725,0.030000000000000027,0.15499999999999992,0.030173758865262055,0.03006598876144874,0.020878649841557306,0.02078178811841597,0.015000000000000013,0.01570965291495008,0.004499834693943506,0.018719080228605755,0.03858718959575128,0.16052071841916377,0.20180040632186422,0.8394792815808362,0.24488743061155901,0.19121462785464433,0.01854603441649655,0.14886879958390387,0.6094825324282309,0.17497348224396714,0.03662109375,0.146484375,0.28076171875,0.013277397740046732,0.08530938500387568,0.055807330446914875,0.3585709438209251,0.0998308533173161,0.641429056179075,0.1689155815042777,0.5590188663371352,0.08186509381461994,0.3064333706929288,0.4955672381276333,0.4440566915656844,1.017749687399881,0.5668040306261755,1.6070935688105847,1.5982497296655591,1.4106512718103936,1.3256094092983093,1.4731630338638269,1.3908710281473025,1.5530849758829688,1.5122741639804527,1.4361661911600636,1.6149780928097157,Wake
22,0.7782399999999992,1.9569531180726092e-16,0.027427025198332133,0.78,-0.0010103060643984474,0.15499999999999992,0.0016848102576825857,0.018835924346635426,3.0,0.008,46.7170045471769,0.74,-0.036496981454090194,0.765,-0.013439557970189836,0.795,0.018631828421891206,0.81,0.033893884400955976,0.030000000000000027,0.15499999999999992,0.030611336898409534,0.030332200240805022,0.02130346666666666,0.021050449595327498,0.015000000000000013,0.016480962566844948,0.0052773933886803214,0.026167806683222584,0.03727010155983264,0.18480275030731663,0.16440493573184484,0.8151972496926835,0.2069524306803578,0.22669697472235628,0.025831287647182684,0.16957630529498713,0.5961941393284705,0.20432517086159552,0.03662109375,0.146484375,0.2685546875,0.01483847332897066,0.10826134103296743,0.05131670306265209,0.37440611091078424,0.08574490348489741,0.6255938890892158,0.15190007987652016,0.5984810872367557,0.10279242787103376,0.3180217184768985,0.4858732192224796,0.46905385787864173,1.0029863385131248,0.6871274667743527,1.6211217507514202,1.5396082908355715,1.4483667897622683,1.517123241609574,1.4559581484320756,1.4463791718570902,1.4235657559171222,1.5936273064074582,1.7645098267806794,1.4790760945708568,Wake
23,0.7805347593582883,-1.6178383647612576e-16,0.027400468094881385,0.78,0.0005493028056944294,0.15499999999999992,0.0016870387259641587,0.01901746565963274,1.0,0.00267379679144385,46.893861311102675,0.745,-0.03670455941850311,0.765,-0.01273794784304183,0.8,0.018960856188441677,0.815,0.033398785164370295,0.03500000000000003,0.15499999999999992,0.030532752218617308,0.030208143011671653,0.0213358975092224,0.0210298097104314,0.015000000000000013,0.016070518558873703,0.01701554694142672,0.06209611104617071,0.06775091299200198,0.24724848581787934,0.20626861342850195,0.7527515141821206,0.29103507336193063,0.32845963264055295,0.060244418768340385,0.22093991374173994,0.5611868469939524,0.2840201000884469,0.03662109375,0.146484375,0.25634765625,0.041565196212463414,0.23076012325863549,0.07888567688350077,0.43795459133473597,0.10123728208145533,0.562045408665264,0.22168815517741952,0.7792156729378561,0.20763196489850672,0.3632216811470965,0.4459961218433858,0.5761726340156871,1.025469753329973,0.7004655826003265,1.6643256564716509,1.6327425997496239,1.504380106026353,1.3955489258860965,1.5322950365852244,1.474155716911225,1.3185761870649397,1.7961358438278539,1.891548939836426,1.7411157364093,Wake
24,0.7825335120643434,-9.79258378288677e-17,0.024877702538618544,0.785,9.10566203004004e-05,0.14,0.0016558463364204341,0.019292937881660588,1.0,0.002680965147453083,46.95179045092841,0.75,-0.03391181465313724,0.77,-0.013241307732436342,0.8,0.016099233864608653,0.815,0.03203283361413227,0.030000000000000027,0.14,0.027871515466005997,0.027854916684266,0.019416081478340227,0.019293097875728655,0.015000000000000013,0.014640377453254305,0.028674228694283592,0.07252071224674747,0.1074108154343403,0.27165539207180794,0.2879828287527329,0.728344607928192,0.42406787288135683,0.37297645800460244,0.07001168375173791,0.24031951003042912,0.547164076383536,0.31698098024742904,0.03662109375,0.146484375,0.244140625,0.06957102445089888,0.2715583216584914,0.11932480278531608,0.46576349036631515,0.13686703116772556,0.5342365096336852,0.3257628584039405,0.8718301388380952,0.2402431732185917,0.38237626054919716,0.4280328694399947,0.6269166361383143,1.0461510093542434,0.5743632829868388,1.5678010707930763,1.5556410292812142,1.4249807435097241,1.352264612533579,1.4800882404062514,1.326256972863111,1.305626458052436,1.4336620499427797,1.6629786793621304,1.5459245067117746,Wake
25,0.7827747989276146,-1.3840581942377956e-16,0.02372292362113475,0.785,-0.00027626034729077986,0.14,0.0016034106864979015,0.01903245286971876,0.0,0.0,46.9706233421751,0.75,-0.03270579309534716,0.77,-0.012089053469461347,0.795,0.01491642853079675,0.815,0.0302091187500606,0.025000000000000022,0.14,0.02652022254894191,0.026470737066510912,0.018376614508837083,0.018229753659765008,0.015000000000000013,0.014157601394083397,0.015046055542683213,0.03765087004285914,0.09351755184482131,0.23401596393467752,0.3061028427318731,0.7659840360653225,0.41466645011937764,0.3055102363970426,0.03695937945948233,0.21027386213750543,0.5687080625403007,0.26659395010450804,0.03662109375,0.146484375,0.244140625,0.042129011154842626,0.16307288346785812,0.11499745489710966,0.4451318948031142,0.14334722055683427,0.5548681051968857,0.3004736866087866,0.8022300987099746,0.15106554007496642,0.3682005940792886,0.44139072222471737,0.5890248417724325,1.0021027444307005,0.5956250940104302,2.536417582182224,1.9246135491948038,1.748121299968051,1.5051555639966194,1.585448756064078,1.4767383512730428,1.6064030087389463,1.3972633924904647,1.456498619793139,1.4894785973551212,Wake
26,0.7832305630026808,-1.651940425380595e-16,0.024090006605033614,0.785,-0.0013005039585513023,0.15500000000000003,0.0016198327844282598,0.019150944823959713,0.0,0.0,47.01527093596058,0.75,-0.03162294909866034,0.77,-0.011518463603944346,0.7962500000000001,0.015412127864047165,0.815,0.029480625783605142,0.026250000000000107,0.15500000000000003,0.02688950387731715,0.026026938066943308,0.01861229506429289,0.017857403744350176,0.015000000000000013,0.012847428248224935,0.009080574339743588,0.026909983593750127,0.07906261469474303,0.23429946000250462,0.25837996709310174,0.7657005399974954,0.3465231561275883,0.30599359379225594,0.026554277244918587,0.21050357027474298,0.5685475181528673,0.266964125629541,0.03662109375,0.146484375,0.23193359375,0.02917170142136491,0.13331008214609197,0.09870036238551552,0.45104511483260906,0.1201255579930812,0.548954885167391,0.24799762179996163,0.8216433208260336,0.1251426269901068,0.37228406565343825,0.4375804358765589,0.5997390172292502,0.915021942517623,0.5191104141094841,2.498764586012692,2.0279974291033263,1.7264301216356657,1.5908885535229684,1.3206741741115784,1.3341086079493203,1.4209799191077805,1.462834438242225,1.5874590057153253,1.2321436812926323,S1
27,0.7856199460916441,3.531167571584056e-17,0.02475323688355327,0.785,-0.0016171437501321106,0.15500000000000003,0.0016289810480575272,0.019250918262553394,0.0,0.0,47.15954907161804,0.75,-0.031548043765876985,0.77,-0.012092333627863078,0.8,0.014897533880720154,0.815,0.030208021864138783,0.030000000000000027,0.15500000000000003,0.02760020397757075,0.026230534135525285,0.019000588487441992,0.018113198482992414,0.015000000000000013,0.013987424125281644,0.0055620981658651295,0.028765066605542632,0.04670442177247934,0.24153759300826047,0.14665852927291786,0.7584624069917396,0.19892504921126233,0.3184569080572652,0.028359118447989964,0.21635060582037974,0.5644397948198184,0.2764620437266936,0.03662109375,0.146484375,0.37841796875,0.018084712293621106,0.13804985638523495,0.05411448620107286,0.4130835441077989,0.07688682569565827,0.586916455892201,0.14908602419035225,0.7038200070227201,0.12931614527632684,0.34577422729623986,0.46179279736854817,0.532872793146414,0.9540972418392015,0.656775521623977,2.5157275804608736,2.0722730522012234,1.706237295789893,1.5463797764669636,1.4123601287492316,1.3495929942694627,1.3893385035011188,1.5040773967762742,1.5902065505062126,1.3971052772241064,Wake
28,0.7880458221024251,2.0229400664328998e-16,0.024517408102521024,0.79,-0.001144784119829545,0.15500000000000003,0.0016244907051541433,0.01910962584016154,0.0,0.0,47.30606290261458,0.76,-0.030650969245917304,0.775,-0.012854580800259252,0.805,0.014944671673673748,0.82,0.030327926126283017,0.030000000000000027,0.15500000000000003,0.027268740438560122,0.02607903193953361,0.01890773824659805,0.01799597368099862,0.015000000000000013,0.013915317586954856,0.004176866584079076,0.030912097388980715,0.03431481310163031,0.25395660194785513,0.10080596280431034,0.7460433980521448,0.13929764249001972,0.340404596583676,0.030443941835500404,0.22630383391478362,0.5573523128084811,0.2929715061378032,0.03662109375,0.1220703125,0.35400390625,0.006962129768153425,0.0723072279360777,0.03542679770276575,0.3679353332735447,0.06085859404684203,0.6320646667264553,0.1032475215177612,0.5821165976246219,0.06981261481257013,0.313302547084179,0.4898458799765384,0.45876356929998474,0.9605473474996522,0.8223635120154515,2.5447748991305867,1.923890225950486,1.6490827437813407,1.4386385050407722,1.5229945559084794,1.3976969932177024,1.3217558399823195,1.4448885253859434,1.522003613044426,1.5612358106162225,Wake
29,0.7887567567567564,-2.919586494487236e-16,0.023973681827103164,0.79,-0.0013169446482841352,0.15500000000000003,0.0016193404058457768,0.019229163710612663,1.0,0.002702702702702703,47.339986737400515,0.76,-0.030154873695601103,0.775,-0.012280966654643843,0.805,0.015314191780367303,0.82,0.029286955386126745,0.030000000000000027,0.15500000000000003,0.026551820112803225,0.026092334988200874,0.018317165814463153,0.01793281184817857,0.015000000000000013,0.013345999013279264,0.013618325724695726,0.05727811448360537,0.05813031051158628,0.2444936806300806,0.17962761583554726,0.7555063193699196,0.25137625207182923,0.32361566589407814,0.05569778910354264,0.21872876497419277,0.5627573163748806,0.28036713281733683,0.03662109375,0.146484375,0.2685546875,0.03398411571451313,0.22013939290169057,0.06776654148166447,0.43897229594383663,0.08660889885440337,0.5610277040561633,0.18835955605058097,0.782443171291042,0.19896510869518666,0.36392917542236064,0.4453443890094805,0.5779849913344383,0.928872744612747,0.8107455568749837,2.5099863341850237,1.986292486500999,1.5192757491471767,1.4684423327288896,1.0930644242303917,1.3070651245723157,1.2585769383607879,1.336901605790314,1.2567233697114648,1.024504316514388,Wake
