,ANN,ANNdetrended,SDNN,MedianNN,MedianNNdetrended,RangeNN,rMMSD,SDSD,NN50,pNN50,avgHR,Percentile10NN,Percentile10NNdetrended,Percentile25NN,Percentile25NNdetrended,Percentile75NN,Percentile75NNdetrended,Percentile90NN,Percentile90NNdetrended,IQR,MinMaxNNdiff,MeanAbsDiffNN,MeanAbsDiffNNdetrend,MeanAbsDeviationNN,MeanAbsDeviationNNdetrended,MedianAbsDeviationNN,MedianAbsDeviationNNdetrended,VLF_RAW,VLF_NU,LF_RAW,LF_NU,HF_RAW,HF_NU,TOT_RAW,LFHF_RATIO,VLF_NU_LOG,LF_NU_LOG,HF_NU_LOG,LFHF_RATIO_LOG,VLF_PEAK,LF_PEAK,HF_PEAK,VLF_RAW_BA,VLF_NU_BA,LF_RAW_BA,LF_NU_BA,HF_RAW_BA,HF_NU_BA,TOT_RAW_BA,LFHF_RATIO_BA,VLF_NU_LOG_BA,LF_NU_LOG_BA,HF_NU_LOG_BA,LFHF_RATIO_LOG_BA,DFAalpha1,DFAalpha2,MSE1,MSE2,MSE3,MSE4,MSE5,MSE6,MSE7,MSE8,MSE9,MSE10,Labels
44,0.8444927536231881,3.41755609319396e-16,0.07259789365025446,0.85,0.003297285068314393,0.69,0.0028535053116382826,0.04077819320944146,47.0,0.13623188405797101,50.83428468083639,0.77,-0.0613943255385343,0.825,-0.026313655655368695,0.885,0.037471259480490016,0.92,0.06939857118087045,0.06000000000000005,0.69,0.0705166835187199,0.06919656115446547,0.046912413358538164,0.04603444960269035,0.030000000000000027,0.032180648988585414,0.02213735142031077,0.08327473204031455,0.09448141821758714,0.35541355582582207,0.1713537382329163,0.644586444174178,0.2879725078708142,0.5513822995163444,0.079988612709182,0.30410661501693487,0.497488950892801,0.43914633964790223,0.03662109375,0.146484375,0.1708984375,0.05576276505176383,0.2611040412573977,0.10505421149298008,0.49190672568807303,0.10851109673904613,0.508093274311927,0.26932807328379005,0.9681425646781603,0.23198756052407565,0.4000549835324868,0.410846120664941,0.6770902374078143,1.052188594917783,0.6290511834426677,1.4250883878642122,1.597063934946657,1.4083947081205566,1.352318490392486,1.2975980637653413,1.388895142819948,1.3241625800128844,1.2447947988461912,1.371766260556981,1.2237754316221157,Wake
45,0.8421469740634004,1.1102230246251565e-16,0.071563373917682,0.85,0.0050381383411675085,0.69,0.0027973161148900747,0.0404370159344899,43.0,0.1239193083573487,50.70890626614765,0.77,-0.0683368851380808,0.82,-0.0241539665712944,0.88,0.03700638147302071,0.9100000000000001,0.07022318813440663,0.06000000000000005,0.69,0.06925338575070603,0.06905287061086195,0.04619555016651582,0.046039148165908435,0.030000000000000027,0.030600732724873736,0.010881754806206383,0.029412284664598533,0.10083970320336619,0.2725595374028668,0.2691334196021524,0.7274404625971332,0.380854877611725,0.3746829485258014,0.028988041975877607,0.24103025609094936,0.5466408115778625,0.3182231216398864,0.03662109375,0.146484375,0.1953125,0.03598861991522091,0.13563629990544063,0.12473494307276103,0.4701093342051048,0.14059682976615093,0.529890665794895,0.3013203927541329,0.8871817613542756,0.12719311050333149,0.3853367750350876,0.4251962725861632,0.635084584669903,1.0607455786925877,0.5132953690196438,1.4290718221056902,1.5967594541743295,1.50578533912143,1.3031217604374266,1.1149938910399955,1.2383742310432684,1.2019299026961359,1.1307006032196103,1.1821990047763753,0.946596081369484,Wake
46,0.8447543352601161,-3.8633194267303137e-16,0.07052914123792905,0.85,0.006829404083252222,0.69,0.002775087964643681,0.04020104514820167,42.0,0.12138728323699421,50.832278066760864,0.7805000000000001,-0.058878916834997894,0.825,-0.020003117230011247,0.88,0.03743216946606531,0.91,0.06449446025350637,0.05500000000000005,0.69,0.0673221915054131,0.0666748769558521,0.044733452504260036,0.04454282026749948,0.030000000000000027,0.028234233327273706,0.029434434233002616,0.061740330155525665,0.1254470892610901,0.26313210733792036,0.3512985672466809,0.7368678926620796,0.5061800907407736,0.3570953626264052,0.05990938271088238,0.23359443594896942,0.552083429480108,0.30534665297931796,0.03662109375,0.146484375,0.23193359375,0.07361374638140966,0.23628289926952192,0.14410892921530336,0.4625559393376732,0.16744026291408695,0.5374440606623268,0.38516293851079997,0.8606587609650683,0.21210921574994718,0.3801855485121722,0.43012133672759145,0.6209305975826778,1.0786562199768461,0.5697161345037957,1.3972450135883936,1.54187055793837,1.4279537013034735,1.3629311857212973,1.1881729659811735,1.331873970147904,1.2194769908619012,1.7245072422188874,1.2866645201710494,1.363821505267832,Wake
47,0.8421242774566484,-4.184193133269376e-16,0.07008408316618348,0.8474999999999999,0.007534150109399562,0.69,0.002785362465887093,0.0402356137949791,46.0,0.1329479768786127,50.633565572358734,0.78,-0.06151061270517511,0.825,-0.019192206490415198,0.875,0.03587396946360277,0.9095000000000002,0.06513437767298455,0.050000000000000044,0.69,0.06690433107146807,0.0665063426367414,0.04410772160780505,0.04427784864558692,0.027500000000000024,0.027348190029354402,0.0366790141359904,0.07305643397890804,0.1298035366641428,0.25853975985760663,0.3722605819674882,0.7414602401423934,0.5387431327676213,0.3486899847899538,0.07051105684045296,0.22995212814750626,0.5547239797521484,0.2991337396882007,0.03662109375,0.146484375,0.28076171875,0.08786981996381621,0.27776245479398665,0.14250119850608922,0.4504559440822313,0.17384760403091415,0.5495440559177687,0.4042186225008196,0.8196903218795537,0.24511046606072323,0.3718779511999107,0.43796073018595244,0.5986663337976397,1.0773274231199992,0.7320393740368948,1.396457593826109,1.5362167048376278,1.4470758333797495,1.313723668285055,1.3950586591134788,1.1454592619648982,1.3024128771391883,1.2342781538212648,1.0083871970753842,1.2401524609034384,Wake
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wake
