,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,Labels
14,1.0378237410071938,5.942488707346161e-16,0.09063869566990324,1.05,0.004444349958487304,0.49,0.003966686071740789,0.038748690912785835,99.0,0.35611510791366907,62.57514689333652,0.893,-0.12941851759072467,0.995,-0.04371226903419567,1.095,0.05954406569073445,1.135,0.10687399906556717,0.09999999999999998,0.49,0.09989026829078884,0.09845352972399472,0.06936920966823665,0.06811113193505675,0.050000000000000044,0.054072820467278127,0.03689605424572722,0.06345121945298197,0.15867736808846833,0.2728820929671353,0.422809553105656,0.7271179070328646,0.6183829754398515,0.375292769340092,0.061519486672932715,0.24128369389297677,0.5464540695803664,0.3186666316100471,0.03662109375,0.146484375,0.20751953125,0.09274634916132116,0.2441450302839311,0.18044366764713118,0.4749990172187269,0.1994385239070478,0.525000982781273,0.47262854071550015,0.9047583391222372,0.2184485713511479,0.3886573234991726,0.4219950545059038,0.6443551444279356,1.2070706217906728,0.7909293602182197,1.7506509241603696,1.595795136030314,1.3929684682075838,1.3357981971053583,1.5841201044498106,1.364880266616074,1.2992829841302609,1.550597412411167,1.6094379124341003,1.8055527913603906,S1
15,1.0328571428571425,-1.887379141862766e-16,0.08803742861809181,1.045,0.011129147055446875,0.49,0.003876232646866935,0.03777244959596776,95.0,0.3392857142857143,62.231567398119076,0.895,-0.13494172802860105,0.995,-0.04095931252767454,1.09,0.057123722879118266,1.13,0.10075951178313125,0.09500000000000008,0.49,0.09697695852535146,0.09676800407884661,0.06732653061224494,0.06714643659553132,0.04999999999999993,0.050202014694065045,0.05039188848550248,0.06745435178826359,0.18700823536519748,0.2503283697981584,0.5600434692257906,0.7496716302018416,0.7974435930764906,0.33391735756461804,0.0652767034154773,0.2234062126542263,0.559428130444195,0.28811999472328775,0.03662109375,0.146484375,0.28076171875,0.12176598469432932,0.25835759367040784,0.20958930564440117,0.4446971689283341,0.2617186321809864,0.5553028310716659,0.5930739225197169,0.8008191999852108,0.22980737358509906,0.3678997279252898,0.441670273340408,0.588241672473367,1.2062066624869558,0.9993675145911867,1.729192896186632,1.5712832974628168,1.3601335350812183,1.3562169058826126,1.5184661342283736,1.422515624554209,1.2939210409888753,1.419520008748211,1.7376922479577792,1.791759469228055,S2
16,1.0306227758007105,-4.0892556245090286e-16,0.09123979422838942,1.045,0.015786271349608638,0.49,0.0038975234156461724,0.038762210470682366,97.0,0.34519572953736655,62.13079414838029,0.885,-0.14245220554035237,0.985,-0.0442312815714615,1.09125,0.05991097659249922,1.135,0.10217621120834139,0.10625000000000007,0.49,0.10117742755465718,0.1011643112244419,0.07072314180418197,0.07065153369739029,0.050000000000000044,0.05002733398955095,0.05160088066195401,0.06655056176686766,0.1845008905420952,0.23795403788751598,0.5908626720182981,0.762045962112484,0.8269644432223473,0.31225680564972547,0.06442966686959867,0.21346004747266115,0.5664756123681474,0.27174840738161343,0.03662109375,0.146484375,0.30517578125,0.12359176651757409,0.25388392259698,0.20604622234842965,0.42326301047465315,0.2807580039820652,0.5767369895253469,0.6103959928480689,0.7338926029748803,0.22624587221412187,0.35295213019118427,0.45535751507703115,0.5503689404395911,1.1279580875896817,0.9477143569759074,1.7138492111245944,1.5700478727765836,1.552005863348225,1.423885335058699,1.3705460041517514,1.6629786793621304,1.380961015144528,1.6817585740137266,1.7404661748405046,1.9218125974762528,S1
17,1.0307117437722415,-4.3776765526144965e-16,0.09192500148112889,1.045,0.013454361323540054,0.49,0.003918086658207613,0.039388226815564385,104.0,0.3701067615658363,62.14845350052244,0.885,-0.1468969788748395,0.985,-0.047896843800366184,1.095,0.05783685532023014,1.135,0.10311932200456414,0.10999999999999999,0.49,0.10216065073716936,0.10141661624543864,0.07155342510859802,0.07123042574709562,0.050000000000000044,0.05451030568205162,0.04103779815672073,0.05641716996944325,0.16424187611248062,0.22579334800935377,0.5631572149611709,0.7742066519906462,0.7684368892303722,0.2916448049481261,0.05488315459297061,0.20358826540226035,0.573353366387506,0.25591644879251707,0.03662109375,0.146484375,0.3173828125,0.10062305535619412,0.21932984493431762,0.1902198556895255,0.4146255677103495,0.2685551705105228,0.5853744322896504,0.5593980815562425,0.7083082977993609,0.19830140038967942,0.34686487961897117,0.46082061431323784,0.5355035813022618,1.0997111520329002,0.9301649780992624,1.7501115704171626,1.6129101381448494,1.5705980791178364,1.2929054114934595,1.5936895554659611,1.5389241281064423,1.6211339521972916,1.8794650496471605,1.7004096906398272,1.4350845252893225,S1
18,1.0332740213523128,-3.5479725128590413e-16,0.09395739726743699,1.045,0.013471795260088903,0.49,0.003935505244642963,0.03989678423403448,103.0,0.3665480427046263,62.33180250783698,0.885,-0.13956378435678082,0.985,-0.055403337245400475,1.1,0.06501615620504247,1.137,0.1051429847807977,0.1150000000000001,0.49,0.10488510421963007,0.10231283402421451,0.0738872354706755,0.0721305007292854,0.05999999999999994,0.05674581661240241,0.021533589140089734,0.03719780971753297,0.1305933770128253,0.2255911709325423,0.44830063055396985,0.7744088290674578,0.6004275967068848,0.2913075916298616,0.03652266295389204,0.2034233161046633,0.5734673134060597,0.2556553419129422,0.03662109375,0.146484375,0.35400390625,0.059924693962862347,0.16282682288099773,0.15922471265194107,0.4326439130639991,0.20880245205333858,0.567356086936001,0.427951858668142,0.7625615077128841,0.15085395692965137,0.3595216274326029,0.4493901787429461,0.5667681530884916,1.1121891911061277,0.8904769311445294,1.764182416506837,1.689865161546715,1.6094379124341003,1.6418731881872541,1.6525623390678552,1.8018098050815565,1.5795849492844192,1.3652409519220583,1.7429693050586228,1.4122698475231514,S1
19,1.033732142857142,-2.914335439641036e-16,0.09241628800865416,1.045,0.006506162159502393,0.4750000000000001,0.003683090012570744,0.03613114312286634,93.0,0.33214285714285713,62.34775339602922,0.885,-0.12168737187792139,0.985,-0.05455331723436735,1.1,0.059155183511815645,1.135,0.10921680100693676,0.1150000000000001,0.4750000000000001,0.10281093189964718,0.09718107928701986,0.07231517857142872,0.06887886527472889,0.05500000000000016,0.057821303524279555,0.019046917619676005,0.047496679577858414,0.11227501580855394,0.27997655877657884,0.2887407560087908,0.7200234412234212,0.42006268943702074,0.388843671951651,0.046403202955058634,0.2468417643080346,0.542337919350761,0.3284715102472604,0.03662109375,0.146484375,0.390625,0.05340066032423194,0.19079917578420058,0.12879037352189346,0.4601646677722058,0.15108851015121863,0.5398353322277942,0.33327954399734405,0.852416728399745,0.17462465800623891,0.3785492155057124,0.4316754835836163,0.6164911262464698,1.1977817938940953,0.8236778730206952,1.759966152954739,1.6526619277666117,1.537499530717392,1.5780217162007213,1.8050046959780757,1.7001922757025645,1.6214862509502748,1.529395204760564,1.549333988364395,1.8294997972109022,S2
20,1.035860215053763,-2.8571330884618725e-16,0.09306711333293972,1.05,-0.0027294754058506676,0.4750000000000001,0.003574433843185751,0.034280711701539165,92.0,0.32974910394265233,62.460015673981175,0.885,-0.09913488600824431,0.985,-0.05250635850766411,1.1,0.05751242692481923,1.14,0.101721852379847,0.1150000000000001,0.4750000000000001,0.10335241484232481,0.08874163176546628,0.07338112305854247,0.06290585473249666,0.05499999999999994,0.054484053310347225,0.03954493500840327,0.15676848160968881,0.1139465692305883,0.45171981289428575,0.13830397630227897,0.5482801871057144,0.2917954805412705,0.8238849834768683,0.14563032586315072,0.372748931455958,0.4371447582114123,0.6009688323595959,0.03662109375,0.06103515625,0.390625,0.0,0.0,0.11840188637655924,0.5367468067848447,0.10218980579539014,0.46325319321515535,0.22059169217194938,1.1586467500841502,0.0,0.4296677189013065,0.3806621714626742,0.7694815207693936,1.0774491279348768,0.91715206784908,1.7535649234300859,1.6203921874375653,1.528328744821395,1.3470736479666092,1.4271163556401456,1.493124384757077,1.1526795099383853,1.5198257537444133,1.463586035421537,1.3105825393841943,S2
21,1.0524545454545446,2.866393990850404e-17,0.07639739987306914,1.065,0.005223144167796789,0.39500000000000013,0.0036942978843956162,0.03498371991092304,96.0,0.3490909090909091,63.2974033437826,0.945,-0.09864623063385358,1.0062499999999999,-0.04306205100833785,1.105,0.0497322682553879,1.14,0.09280753007703191,0.09875000000000012,0.39500000000000013,0.0853937624419434,0.08286386869611129,0.06006809917355381,0.05809020649354396,0.04500000000000015,0.04815861631228191,0.029165679976443513,0.12977870659663027,0.07646858256976019,0.34026272486005804,0.14826535677434485,0.659737275139942,0.25389961932054855,0.5157548886227208,0.12202177867585842,0.29286565807331905,0.5066593218547655,0.41591359118153703,0.01220703125,0.048828125,0.390625,0.019521802704703172,0.09435581344350569,0.06929161814097724,0.33491102709144477,0.13760398258840012,0.6650889729085552,0.22641740343408054,0.5035582316555601,0.09016589192805535,0.28886464325779504,0.5098785591870072,0.40783445342842994,0.9968317407590466,0.9669569504271107,1.7345404731931948,1.6408907089859062,1.4789414235047318,1.3945931639345857,1.712690945752362,1.7781538171722764,1.1544927470625663,1.2181574393178922,1.376991968457577,1.3862943611198906,S1
22,1.0627389705882349,4.2939508158296496e-16,0.0653569384090044,1.065,0.002155583387201454,0.39500000000000013,0.0036630935162428446,0.033717213484680486,93.0,0.34191176470588236,63.819080459770085,0.985,-0.0805183823529408,1.025,-0.03707114576599835,1.105,0.04364940206852019,1.14,0.07688493859082138,0.08000000000000007,0.39500000000000013,0.07267052854352694,0.07258500469655768,0.05057593533737026,0.05044570076333703,0.040000000000000036,0.03998686974789922,0.01569076458221379,0.06776502406847833,0.05863608106476906,0.2532365726230728,0.17291057294892778,0.7467634273769271,0.24723741859591064,0.33911217842120195,0.06556770141401551,0.2257294630590552,0.557764605483667,0.2920068409602945,0.03662109375,0.146484375,0.25634765625,0.03785687378404682,0.2507788781545812,0.06678649179676152,0.4424200895249307,0.08417069432124827,0.5575799104750693,0.1888140599020566,0.7934649029015051,0.22376645979010082,0.36632232065588216,0.4431332772493976,0.5841494487446424,0.8977572650552769,0.5308628075072132,2.0519297881029255,1.8427772435697796,1.731861327646986,1.4386385050407722,1.701105100959924,1.8953943589184115,1.4722367909206153,1.7833912195575383,1.4628344382422251,1.5488132906176655,S1
23,1.0639705882352948,6.249086215812922e-16,0.06331149970759388,1.065,0.0008518749537858028,0.39500000000000013,0.003702285942772839,0.03437877788700015,97.0,0.35661764705882354,63.93315569487988,0.99,-0.07226883123388383,1.025,-0.03569577589764206,1.105,0.04315409899412559,1.14,0.07313876399268252,0.08000000000000007,0.39500000000000013,0.0699842630779305,0.06950284397525248,0.04865592560553629,0.048134369086333166,0.040000000000000036,0.0381134000577239,0.015075809677293545,0.07036751940224774,0.06286218566618501,0.29341416243768115,0.15138168430902943,0.7065858375623189,0.229319679652508,0.41525621777241306,0.06800206557627796,0.2572853597443989,0.5344947884584197,0.34731058733421144,0.03662109375,0.146484375,0.2197265625,0.03717883862610857,0.22765105823300086,0.07405265074913403,0.4534343979255087,0.08926237583007926,0.5465656020744913,0.20049386520532186,0.8296065398270531,0.20510263481201488,0.3739293061320509,0.43603673194875536,0.6041009381773335,0.7514332180625009,0.5305526587197106,2.0495769234505796,2.0360373326162384,1.717651497074333,1.800976124332979,1.988927534139004,1.5963086209923076,1.4337608983588144,1.315066851831523,1.6189166563886441,1.7462970951512977,S2
24,1.0619230769230772,2.0333755029764773e-18,0.06283046120476614,1.065,0.0018521602914045587,0.39500000000000013,0.0037572917860799636,0.034459531352930485,97.0,0.3553113553113553,63.79874608150472,0.99,-0.07108504097877219,1.025,-0.03578761975733585,1.105,0.040717260479430584,1.1360000000000001,0.07481111192371387,0.08000000000000007,0.39500000000000013,0.06945916828270249,0.06937740967710486,0.04845872076641315,0.04846944150614078,0.040000000000000036,0.03821388760445221,0.01924544289830847,0.07085681681969848,0.07767091172442252,0.2859645056420133,0.19393941120724723,0.7140354943579869,0.2908557658299782,0.4004906029204242,0.06845909141676595,0.2515090248451101,0.5388505284547448,0.3368226058921767,0.03662109375,0.146484375,0.20751953125,0.04741609341562367,0.2522714110425319,0.08841885603304674,0.4704214954763329,0.09953781024028499,0.5295785045236671,0.2353727596889554,0.8882941649972305,0.22495903116694102,0.3855490913075441,0.4249922102113307,0.6356738633181289,0.708035358636037,0.5192753859636519,2.0197553206293613,1.9401279292830451,1.6426308797898643,1.751485570090115,1.6636776813710972,1.6902900090631954,1.5755363607584192,1.550597412411167,1.4226620052907655,1.3958638121360414,S2
25,1.057609489051095,2.7188308376769344e-16,0.0700146299554356,1.065,0.005105283038130071,0.45500000000000007,0.003890896218203672,0.03708124665778274,100.0,0.36496350364963503,63.54180773249739,0.9844999999999999,-0.08052253483742501,1.025,-0.03453588892858939,1.105,0.04847092032055578,1.14,0.07897537440661535,0.08000000000000007,0.45500000000000007,0.07568474104971194,0.07515064563491979,0.0522000372955405,0.05174067840625463,0.040000000000000036,0.04018465111530822,0.01616614723523886,0.05935894667190467,0.06999103881391038,0.2569934740795852,0.2023545491998759,0.7430065259204147,0.2885117352490251,0.3458831990220129,0.05766395788781852,0.22872273793161468,0.5556115106045493,0.2970504510991615,0.03662109375,0.146484375,0.390625,0.040698118695340596,0.23598161865071582,0.07994772804098157,0.4635642844276728,0.0925153600929261,0.5364357155723273,0.21316120682924827,0.8641562650859155,0.21186548728309934,0.3808747513150671,0.42946526349143943,0.6228085459501914,0.836823308526124,0.603750435695763,2.0439842298431063,1.8522296866590986,1.483090267611606,1.6177367152487954,1.674937510051222,1.5703873975622271,1.3668762752627892,1.2870877110364425,1.4712875739532831,1.534714366238164,S2
26,1.0492391304347826,1.9549579346660366e-16,0.07308128021447463,1.055,0.00471265535594545,0.45500000000000007,0.0037344498527198556,0.03519497309825453,87.0,0.31521739130434784,63.06353187042842,0.96,-0.08228222200025666,1.015,-0.03897320529102016,1.0975000000000001,0.04089239736875905,1.13,0.08127968094062617,0.08250000000000024,0.45500000000000007,0.07960421607378973,0.07386475329178122,0.05524732199117834,0.051585649245624546,0.040000000000000036,0.03907069676517172,0.02036993771514022,0.08764322556367583,0.07068876097963286,0.3041438373544916,0.1617300892410354,0.6958561626455084,0.2527887879358085,0.4370785999770361,0.08401317697654678,0.26554676214104506,0.5281877240122572,0.3626123028710788,0.03662109375,0.13427734375,0.390625,0.041503857623831436,0.2537719548907919,0.07231969055359014,0.44219285386001356,0.09122815949032896,0.5578071461399864,0.20505170766775055,0.7927342934201879,0.22615657151918392,0.36616477046121326,0.443279156821464,0.5837419925764661,0.8344351540159987,0.6454172234219426,1.7102954296906105,1.732852293648356,1.3409257560900396,1.3993664426872434,1.5040773967762742,1.4271163556401456,1.5281749483553344,1.353718190685278,1.3948781048112822,1.3406243242867024,Wake
27,1.044729241877257,-1.3426884954852977e-16,0.0732081777808216,1.05,0.004151720532222569,0.44500000000000006,0.003646078059119212,0.034333878566094246,81.0,0.2924187725631769,62.793897596656265,0.955,-0.0788031152852008,1.005,-0.03984215233369742,1.095,0.04410883285209838,1.129,0.07785045208222044,0.09000000000000008,0.44500000000000006,0.08028514623555538,0.07465727609594242,0.05578842419424202,0.05197742064003212,0.04499999999999993,0.04264551378830994,0.01331199723268791,0.07205672135861231,0.06903797664283351,0.37369676083613307,0.11570533365068769,0.626303239163867,0.19805530752620912,0.5966706500433067,0.06957897296395824,0.31750547136133517,0.4863094876885015,0.46792061755951875,0.03662109375,0.13427734375,0.390625,0.02920764723649195,0.17968017212193502,0.07274794447294813,0.44753221916775854,0.08980559102050063,0.5524677808322414,0.19176118272994072,0.8100603052246645,0.16524336116480698,0.3698601887097032,0.43984578152302534,0.5933601625263908,0.8913393227784265,0.8613746948004398,2.057308049454508,1.8580551037460054,1.496026749499107,1.4060969884160703,1.5848968035179827,1.5020551513955063,1.5121746070088933,1.2932039380538787,1.4768912564721173,1.5881605139868156,S1
28,1.0458844765342958,2.1082213391799e-16,0.07480792562562989,1.055,0.004447346847055611,0.44500000000000006,0.0037705973574278726,0.03629114356767055,92.0,0.33212996389891697,62.92407001044929,0.955,-0.08520005499289138,1.005,-0.03990711268687119,1.095,0.05085333977363732,1.13,0.08652894636104033,0.09000000000000008,0.44500000000000006,0.08211060534715363,0.08082713555760984,0.05705235308683807,0.05602740609615929,0.04499999999999993,0.0444711027599205,0.021413835924333463,0.0728652176703201,0.0862934756993603,0.29363225311805424,0.20758934808112606,0.7063677468819458,0.3152966597048198,0.4156931774054069,0.07033284314942922,0.25745396180702784,0.5343669867316901,0.34761928916915646,0.03662109375,0.146484375,0.390625,0.053469664414481394,0.26820005262558555,0.09241801142817435,0.4635622048504067,0.10694684287007022,0.5364377951495931,0.252834518712726,0.8641490384195168,0.23759861378007582,0.38087333041489496,0.4294666169980245,0.6228046693007165,0.9988994603376391,0.7231881427437639,2.0563546325572135,1.7523455006871782,1.491654876777717,1.550597412411167,1.4454095486874712,1.4469189829363254,1.3920914788042167,1.616818019731723,1.4947750041139605,1.3862943611198906,S2
29,1.044440433212996,7.214445647383689e-17,0.0799125034916589,1.05,0.003239990333898435,0.48,0.004113236506179241,0.04111464097179727,102.0,0.36823104693140796,62.79701149425285,0.9410000000000001,-0.09389254140558209,0.995,-0.045659121423626936,1.095,0.052024957964879104,1.139,0.09147271979936067,0.09999999999999998,0.48,0.08854627740282263,0.0879512323485381,0.061548697363448,0.06085304933135795,0.04500000000000015,0.04875551763894159,0.035836225097550155,0.08579748121292798,0.11548871739333948,0.27649790216150777,0.30219516552408054,0.7235020978384922,0.45352010801497017,0.38216599922455313,0.08231472273420039,0.24412031426797481,0.5443583241707305,0.32365183334535896,0.03662109375,0.146484375,0.30517578125,0.08451487285261594,0.3231093362425076,0.12094084935186736,0.4623697136341066,0.14062656258197986,0.5376302863658933,0.3460822847864632,0.8600142613979027,0.2799845243806172,0.3800582114609695,0.43024245620814916,0.6205841551139426,0.9628109318770021,0.730019746533732,1.7426223438569697,1.7559133374549192,1.4296013038747912,1.3862943611198906,1.3594671188867464,1.613872509501966,1.4608274129824577,1.4708517491479538,1.7819071727850433,1.5093544538771178,Wake
30,1.0325444839857651,-2.7656801325181835e-16,0.08254881010542836,1.04,0.0036056258044974143,0.48,0.004007645754030155,0.0412986667716058,100.0,0.35587188612099646,62.0921421107628,0.925,-0.10071326569243605,0.985,-0.048291313318694795,1.085,0.054429005451654244,1.13,0.09964969334443832,0.09999999999999998,0.48,0.09217259786477694,0.091330949196227,0.0644183837590709,0.06330908525539272,0.050000000000000044,0.05090739759218588,0.01145144409464516,0.029422541133877583,0.06142391646880962,0.15781832352065567,0.3277825780531671,0.8421816764793443,0.40065793861662186,0.18739225505403928,0.028998005348510082,0.14653747869115008,0.6109505629799972,0.1717595202241369,0.03662109375,0.146484375,0.32958984375,0.029632704109681867,0.11966187260685923,0.08136642814374771,0.328571402831614,0.16627054647587947,0.6714285971683858,0.2772696787293091,0.48936164503164953,0.11302674026802624,0.2841042317298428,0.5136787081482859,0.39834760200340724,0.9541034204207745,0.5815290908135827,1.7745044071383549,1.7971648877949629,1.51563821917735,1.3987168811184476,1.4975199962301151,1.6817585740137266,1.6717417957702552,1.671473303353553,1.4748477584613358,1.5099083170870673,S1
31,1.033736654804271,-2.390337828819287e-16,0.0818453793192539,1.04,0.0035936678601171668,0.48,0.0039968498437481246,0.04180021225419374,101.0,0.3594306049822064,62.159352142110805,0.94,-0.09501105690705174,0.985,-0.048293304957328115,1.09,0.05736339495289272,1.13,0.09437044208157985,0.1050000000000001,0.48,0.09134112862227328,0.09106910303966599,0.06393764010080921,0.063490502506162,0.050000000000000044,0.05252873476186859,0.01521139556175556,0.03712990077873605,0.06413890634913637,0.15655836567603068,0.3455415733376552,0.8434416343239693,0.4248918752485471,0.18561849368689806,0.036457187341260945,0.14544866892653374,0.611634277938069,0.17026457402684284,0.03662109375,0.146484375,0.37841796875,0.03728807473346618,0.1382541540154737,0.07999122112811079,0.2965859375894793,0.18971550124127876,0.7034140624105207,0.3069947971028557,0.4216377713193744,0.12949564470158254,0.2597346080956555,0.5326345091859653,0.35180956708846717,1.021766980926264,0.5599558438516938,1.7707273151447351,1.7877674479585175,1.4331087281536061,1.4091406299710605,1.3809035124850142,1.4318508927222575,1.7730673362159024,1.913649286837092,1.6436292771823797,1.9123874570166697,S1
32,1.0310320284697523,-6.937906161002757e-16,0.08655408531547885,1.04,0.00473502687968419,0.48,0.003973003605971336,0.041741403786487156,102.0,0.36298932384341637,62.010376175548664,0.9180000000000001,-0.10625669720602776,0.975,-0.052597079200424696,1.095,0.06372827856439706,1.13,0.09919256454910208,0.12,0.48,0.09693441789527898,0.0966501597091001,0.06851407656944562,0.06807003322674517,0.05500000000000005,0.05878079806163394,0.006760503469747932,0.019375523249617454,0.04272906779004341,0.12246100458422438,0.306190720473296,0.8775389954157755,0.35568029173308735,0.13955049886552642,0.01919020769735538,0.11552360023949503,0.6299618743023931,0.13063388540925205,0.03662109375,0.146484375,0.390625,0.018380127261294805,0.07419570007283566,0.05866904079722465,0.23683136099489605,0.1890559249791154,0.763168639005104,0.26610509303763485,0.3103263798989939,0.07157219557005377,0.2125527550907514,0.5671125534101022,0.27027625114267256,1.0477549199200482,0.5326223594396464,1.7454735414708198,1.7498685275188948,1.252762968495368,1.2053232434238075,1.66392609771817,1.6977305195797787,1.5322482737429706,1.5793604571968225,1.533930359925955,1.6218604324326575,S1
33,1.027720848056538,1.7614492510837289e-16,0.08888802715961186,1.035,0.007741697913214329,0.48,0.003921206622352659,0.041692475790521544,95.0,0.33568904593639576,61.814346917450436,0.904,-0.1244455034091472,0.965,-0.061365331395182354,1.09375,0.06485254735691826,1.13,0.10351774726246368,0.12875000000000003,0.48,0.10021928175827083,0.10020513283326604,0.07146199852663905,0.07142252019575779,0.06000000000000005,0.060077090994958615,0.008409446144019615,0.027490790084412443,0.04398241958354052,0.14378015430130606,0.26191806993305056,0.8562198456986939,0.3143099356606107,0.16792434212264531,0.027119703926584426,0.13433870167650128,0.6185420786954812,0.15522810672807985,0.03662109375,0.146484375,0.390625,0.021897868736845044,0.09685209787878375,0.05617181350550818,0.24844235048821878,0.1699241536076828,0.7515576495117812,0.247993835850036,0.3305699178893452,0.0924443480273654,0.22189665465214348,0.5605054774795857,0.28560736014084087,0.949615950806269,0.4248832606307319,1.758217048459448,1.795952347488091,1.3770777060149666,1.707877985247353,1.6126585271341427,1.6005092816897988,1.5040773967762742,2.0710732920093196,1.7160476474923585,1.363304842895192,S1
34,1.0302135231316731,-1.351232293316027e-16,0.09102074309526725,1.04,0.0075854498155738526,0.48,0.003789586967963014,0.03988263632183209,94.0,0.33451957295373663,62.04741379310349,0.903,-0.124552409977393,0.965,-0.05513369533472534,1.095,0.06366638768402016,1.137,0.10333974623846656,0.13,0.48,0.1029684799186642,0.09986453574964088,0.07368966958371855,0.07069553358437229,0.06499999999999995,0.05981424352886466,0.00412555069687169,0.019150986839632424,0.02462754934603913,0.11432216159070076,0.1907948062442211,0.8856778384092991,0.21954790628713192,0.1290787198605154,0.01896991484388318,0.1082462932251609,0.6342873522339406,0.12140200803400873,0.03662109375,0.146484375,0.390625,0.01090275218957893,0.0653650512085349,0.034182668528162256,0.20493466603077878,0.13261521486667743,0.7950653339692212,0.17770063558441862,0.2577582712702102,0.06331751151662611,0.18642534641111744,0.5850414190323008,0.22933098661112622,0.9384854344755166,0.3852871219216274,1.7505620288614525,1.6139007824489986,1.4635359465137154,1.543386219537965,1.8393875182173096,1.9873668627336594,1.6610252812245936,1.7740598921286541,1.6933193964148023,2.164963715117998,S1
35,1.0379032258064524,-3.6092196535305267e-16,0.08788683017161503,1.05,0.0012611477638162505,0.45999999999999996,0.0037918941519732817,0.0402752852591547,95.0,0.34050179211469533,62.45092998955074,0.917,-0.1109088784272126,0.975,-0.05118232602857831,1.105,0.057578428040977014,1.14,0.10068318801180211,0.13,0.45999999999999996,0.09935458085145418,0.09533164323818724,0.07107526881720423,0.06671739522311096,0.06000000000000005,0.05606222855816734,0.009749029576443014,0.04803359602367201,0.0418053715645079,0.20597561158304842,0.1611573541834973,0.7940243884169517,0.21271175532444822,0.2594071600164606,0.046915642659523124,0.18728887553256163,0.584461357979514,0.23064110231635732,0.03662109375,0.146484375,0.390625,0.024052804072619564,0.18276460538071568,0.05121443576534574,0.38915155647505423,0.08039093729097078,0.6108484435249457,0.1556581771289361,0.6370672801086741,0.16785458411549792,0.32869316975301716,0.4767610237451684,0.4929063971832055,1.0233518255638523,0.48968316337160117,1.7254527656001164,1.5916709476194544,1.457246097092175,1.727737610463124,1.659762996321616,1.5791980272443822,1.9526898360406921,1.7578579175523736,2.128231705849268,1.6691571471357225,S1
